GeneName	Pvalue	Fvalue
Uimc1	0.195099714	2.536393827
Ulk2	0.305171536	1.692402307
Ulk3	0.177131172	2.743575863
Unc119	0.017666829	12.17028917
Unk	0.047055338	6.843593682
Unkl	0.522176459	0.881517875
Uqcc2	0.125867855	3.559370389
Uri1	0.255436588	2.006836608
Usf1	0.089358333	4.526755877
Uso1	0.102627906	4.116031087
Usp1	0.000358637	94.85074299
Usp20	0.124890906	3.579610772
Usp21	0.004009238	27.27403234
Usp25	0.257859941	1.989481617
Usp28	0.736111773	0.441520549
Usp32	0.009856343	16.82699658
Usp34	0.042768857	7.256212436
Usp39	0.145988379	3.188526945
Usp42	0.0344904	8.260647171
Usp47	0.05273894	6.375978673
Usp48	0.381800339	1.331248533
Usp7	0.523999912	0.876818481
Usp8	0.88197211	0.21417116
Usp9x	0.000201865	126.9451485
Uspl1	0.029127156	9.128819739
Utp14a	0.427545692	1.161960182
Utp20	0.817193032	0.311779281
Uvrag	0.004165281	26.72867681
Vat1l	0.089986203	4.505304266
Vcpip1	0.088056542	4.571958333
Vdac1	0.347956487	1.476484662
Vegfc	0.706951239	0.491618629
Vipas39	0.010301725	16.42489474
Vmn1r236	0.020959158	11.04439945
Vmn1r42	0.07528387	5.075678015
Vmn2r84	0.446608612	1.098841129
Vps18	0.842648728	0.27308173
Vps26b	0.628897972	0.638390287
Vps41	0.039300342	7.638318973
Vps4b	0.280900784	1.835637053
Vwa2	0.815222939	0.314804004
Wac	0.219494831	2.296455949
Wapal	0.00901845	17.66266089
Was	0.37678437	1.351578941
Wbp4	0.781483503	0.367462519
Wdr1	0.169917328	2.83575605
Wdr20	0.066237289	5.51719457
Wdr26	0.137088047	3.342551607
Wdr33	0.155672718	3.036062407
Wdr47	0.767902771	0.389192415
Wdr48	0.567707451	0.770402131
Wdr55	0.965388366	0.083690883
Wdr70	0.07076637	5.285597286
Wdr81	0.239729815	2.125507622
Wdr82	0.179112331	2.719230042
Wdr89	0.25281131	2.025913157
Wdr90	0.035568321	8.110283556
Whsc1	0.319704792	1.614358408
Whsc1l1	0.067029976	5.4749762
Wipf1	0.0060788	21.85562854
Wipi2	0.006876923	20.45448489
Wiz	0.774803818	0.378107722
Wnt9a	0.117678911	3.736694779
Wrap53	0.002245367	36.97070511
Wrn	0.161342101	2.953195673
Wwp1	0.030309599	8.91777816
Xpa	0.587835376	0.725010996
Xpc	0.903364678	0.18211146
Xpo4	0.002406071	35.66162075
Xpo6	0.000392823	90.56027092
Xpot	0.416120188	1.201738507
Xrcc1	0.042278825	7.307333838
Xrcc3	0.443786896	1.107941533
Xrcc6	0.256456283	1.999504602
Xrn1	0.539403453	0.837989522
Yaf2	0.096281212	4.301918496
Yeats2	0.019982431	11.34921691
Ylpm1	0.07812985	4.952855262
Ypel5	0.051315018	6.485814978
Ythdc2	0.008261653	18.52424246
Ythdf2	0.042602019	7.273518524
Ywhag	0.238455373	2.135638408
Yy1	0.614902295	0.667077301
Zbed4	0.032259666	8.595396592
Zbp1	0.001694769	42.79049098
Zbtb1	0.491641905	0.963721277
Zbtb11	0.714468581	0.478491668
Zbtb14	0.643588563	0.609131706
Zbtb20	0.651892248	0.592958312
Zbtb22	0.168932751	2.84878845
Zbtb40	0.040213626	7.532935489
Zbtb44	0.319551621	1.615153846
Zbtb7a	0.736112365	0.441519554
Zc3h6	0.068575976	5.39474679
Zcchc11	0.141758145	3.259937427
Zcchc2	0.088879168	4.543279
Zcchc3	0.075987382	5.04467789
Zcchc6	0.066066806	5.526373323
Zdhhc8	0.076223836	5.034354776
Zeb1	0.164959494	2.902549256
Zeb2	0.163687639	2.920166545
Zfand2b	0.336646203	1.529660161
Zfc3h1	0.665301066	0.567366652
Zfhx3	0.247685187	2.064016132
Zfp180	0.081937134	4.798628825
Zfp217	0.874870093	0.224781056
Zfp219	0.749102435	0.419872676
Zfp263	0.805162547	0.330328937
Zfp280b	0.024091275	10.19520488
Zfp280d	0.13844258	3.31816314
Zfp36l2	0.021316132	10.93825435
Zfp395	0.036455453	7.991563712
Zfp397	0.352304907	1.456702493
Zfp446	0.152419897	3.085662665
Zfp462	0.223843871	2.257797874
Zfp472	0.514826881	0.900689218
Zfp58	0.006058393	21.89504581
Zfp62	0.607747775	0.68206571
Zfp652	0.658471785	0.580321641
Zfp719	0.032803132	8.510709093
Zfp740	0.381990663	1.330484695
Zfp777	0.715806066	0.476172118
Zfp800	0.208180507	2.402558731
Zfp831	0.136168949	3.359305356
Zfp853	0.674336695	0.550470022
Zfp90	0.245513872	2.080507753
Zfp952	0.492870339	0.960279241
Zfr	0.969771821	0.075881093
Zfyve19	0.08151556	4.815174236
Zfyve20	0.416224472	1.20136843
Zgpat	0.454282589	1.074496342
Zhx2	0.227153891	2.229111328
Zhx3	0.116968508	3.7529446
Zkscan1	0.061955597	5.75903553
Zkscan3	0.265515267	1.936196735
Zmym3	0.010552451	16.20981497
Zmym4	0.516717487	0.895721928
Zmym6	0.197507751	2.510773845
Zmynd11	0.446468167	1.099292161
Znf143	0.48744443	0.975573111
Znf148	0.67780463	0.544056469
Znf2	0.808789601	0.324716026
Znf276	0.67828048	0.543179468
Znf281	0.078611005	4.932749957
Znf335	0.680546349	0.539013358
Znf346	0.728912808	0.45368763
Znf496	0.431526931	1.148452466
Znf507	0.001830943	41.10930237
Znf579	0.808460222	0.325224993
Znf580	0.225184931	2.246100456
Znf592	0.89548684	0.193948191
Znf593	0.525013976	0.874214691
Znf638	0.140141707	3.288067988
Znf830	0.032907424	8.494697541
Znfx1	0.098071021	4.24768269
Znhit6	0.256119976	2.001918031
Zrsr2	0.092222124	4.430692757
Zscan21	0.658484153	0.580298032
Zscan4e	0.732606632	0.447428961
Zswim8	0.017078523	12.40505186
Zzef1	0.402357219	1.251772617
Zzz3	0.223953439	2.256838291
